label(0-irrelevant, 1-time, 2-location)	holder	date	context
0	陳__16	2017.07.15 星期六22:40	 各位弟兄們 我回台灣了
0	陳__16	2017.07.15 星期六22:40	 就等朱回來 大家再一起聚
0	1__14	2017.07.15 星期六22:49	 貼圖
0	吳__8	2017.07.15 星期六22:59	 幹
0	吳__8	2017.07.15 星期六22:59	 這還不聚
0	1__14	2017.07.15 星期六23:03	 哈哈 永瑞個姓 是不是變了XD
0	陳__16	2017.07.15 星期六23:54	 各種髒話
0	吳__8	2017.07.16 星期日12:43	 kevin跟小東接下來有空嗎
0	吳__8	2017.07.16 星期日12:43	 我跟廖想要bike trip
0	吳__8	2017.07.16 星期日12:43	 到苗栗再回來
0	陳__16	2017.07.16 星期日12:44	 可以啊
0	陳__16	2017.07.16 星期日12:44	 什麼時候？
0	陳__16	2017.07.16 星期日12:45	 我19～28要填志願
0	陳__16	2017.07.16 星期日12:45	 我應該第二天填好
0	吳__8	2017.07.16 星期日12:45	 喔~
0	吳__8	2017.07.16 星期日12:45	 廖說出發
0	吳__8	2017.07.16 星期日12:45	 24號
0	陳__16	2017.07.16 星期日12:45	 OK
0	陳__16	2017.07.16 星期日12:46	 從哪出發？
0	陳__16	2017.07.16 星期日12:46	 我在桃園欸
0	吳__8	2017.07.16 星期日12:46	 大概4,5天
0	陳__16	2017.07.16 星期日12:46	 苗栗在下面而已
0	吳__8	2017.07.16 星期日12:46	 應該是我家
0	陳__16	2017.07.16 星期日12:46	 哈哈
0	陳__16	2017.07.16 星期日12:46	 幹我會不會騎到一半暴斃啊XDD
0	陳__16	2017.07.16 星期日12:46	 沒騎過這麼遠
0	吳__8	2017.07.16 星期日12:46	 要注意防曬
0	吳__8	2017.07.16 星期日12:47	 腳踏車可以用租的
0	陳__16	2017.07.16 星期日12:48	 我用租的 我沒腳踏車XD
0	吳__8	2017.07.16 星期日12:48	 kk
0	陳__16	2017.07.16 星期日12:48	 欸你家是說新店的？
0	宇__3	2017.07.16 星期日12:48	 桃園
0	吳__8	2017.07.16 星期日12:48	 桃園的
0	宇__3	2017.07.16 星期日12:48	 87
0	陳__16	2017.07.16 星期日12:48	 喔喔
0	陳__16	2017.07.16 星期日12:48	 沒啊
0	陳__16	2017.07.16 星期日12:49	 我想說你說4、5天
0	陳__16	2017.07.16 星期日12:49	 是不是從台北出發
0	吳__8	2017.07.16 星期日12:49	 我看地圖感覺上是4,5天哈哈
0	吳__8	2017.07.16 星期日12:49	 還沒詳細計算里程
0	陳__16	2017.07.16 星期日12:49	 桃園到苗栗再回來 大概3天就很輕鬆了
0	宇__3	2017.07.16 星期日12:49	 4.5天太常了吧
0	宇__3	2017.07.16 星期日12:49	 長
0	吳__8	2017.07.16 星期日12:49	 擬就3天啊
0	吳__8	2017.07.16 星期日12:49	 我說來回ㄟ
0	陳__16	2017.07.16 星期日12:50	 如果中途要逛景點
0	陳__16	2017.07.16 星期日12:50	 那5天會差不多
0	吳__8	2017.07.16 星期日12:50	 黑啊
0	陳__16	2017.07.16 星期日12:51	 看你們要不要去樂園之類的
0	吳__8	2017.07.16 星期日12:51	 有樂園嗎
0	吳__8	2017.07.16 星期日12:51	 那路上
0	吳__8	2017.07.16 星期日12:51	 http://viablog.okmall.tw/blogview.php?blogid=1925
0	吳__8	2017.07.16 星期日12:51	 這是我想說的目的地
0	1__14	2017.07.16 星期日12:54	 Sorry 我不參加
0	1__14	2017.07.16 星期日12:55	 我很容意曬傷
0	1__14	2017.07.16 星期日12:55	 我這次 在城市走來走去 就曬傷了 我參加別的
0	1__14	2017.07.16 星期日12:55	 貼圖
0	吳__8	2017.07.16 星期日12:56	 okk
0	陳__16	2017.07.16 星期日13:11	 還是改別的？
0	陳__16	2017.07.16 星期日13:11	 不會曬太多的
0	吳__8	2017.07.16 星期日13:13	 其實穿長袖再用領巾就不會曬了
0	陳__16	2017.07.16 星期日13:13	 欸對啊
0	陳__16	2017.07.16 星期日13:13	 通常騎自行車都是這樣穿
0	吳__8	2017.07.16 星期日13:13	 我之前環島9天也沒有曬傷
0	陳__16	2017.07.16 星期日13:13	 再配墨鏡
0	(__20	2017.07.16 星期日13:13	 你們的活動都好奇特
0	陳__16	2017.07.16 星期日13:18	 哈哈你下次回台灣什麼時候啊
0	吳__8	2017.07.16 星期日13:47	 確定可以嗎
0	吳__8	2017.07.16 星期日13:47	 我要借車了喔
0	陳__16	2017.07.16 星期日13:49	 借 都借
0	吳__8	2017.07.16 星期日13:50	 那就24~29
0	陳__16	2017.07.16 星期日13:50	 確定這麼多天？
0	吳__8	2017.07.16 星期日13:51	 我們騎到彰化
0	陳__16	2017.07.16 星期日13:51	 喔喔
0	吳__8	2017.07.16 星期日13:51	 因為可以在彰化還車
0	陳__16	2017.07.16 星期日13:51	 那再搭火車回來？
0	吳__8	2017.07.16 星期日13:51	 恩恩
0	陳__16	2017.07.16 星期日13:51	 OK
0	1__14	2017.07.16 星期日22:49	 先不了 sorry
