label(0-irrelevant, 1-time, 2-location,3-both)	holder	date	context
0	吳__4	2017.07.27 星期四22:40	 那什麼時候小東家
1	陳__19	2017.07.27 星期四22:40	 都可以啊
1	陳__19	2017.07.27 星期四22:40	 我8月很閒
1	吳__4	2017.07.27 星期四22:41	 我下週也都可
0	宇__7	2017.07.29 星期六18:04	 vu/c93
0	宇__7	2017.07.29 星期六18:04	 星海嗎
0	陳__19	2017.07.29 星期六18:06	 打啊
0	宇__7	2017.07.29 星期六18:06	 go
0	陳__19	2017.07.31 星期一12:45	 朱翻臉不認人囉XDD
0	1__14	2017.07.31 星期一13:26	 ?
0	陳__19	2017.07.31 星期一13:27	 我昨天密你你還回我是誰
0	1__14	2017.07.31 星期一13:27	 密啥的？
0	陳__19	2017.07.31 星期一13:27	 來我家啊
0	1__14	2017.07.31 星期一13:27	 我沒看到耶
0	陳__19	2017.07.31 星期一13:27	 該不會昨天的是冒充的啊
0	陳__19	2017.07.31 星期一13:27	 我看到閃光太神啦上線
0	1__14	2017.07.31 星期一13:28	 你在說什麼==
0	1__14	2017.07.31 星期一13:28	 那又不是我
0	陳__19	2017.07.31 星期一13:28	 靠北
0	1__14	2017.07.31 星期一13:28	 我是Carr
0	陳__19	2017.07.31 星期一13:28	 被騙XD
0	陳__19	2017.07.31 星期一13:28	 我知道啊
0	陳__19	2017.07.31 星期一13:28	 但我後來說 我記得你改名了 sor密錯
0	陳__19	2017.07.31 星期一13:28	 結果他說 我是朱啊
0	1__14	2017.07.31 星期一13:29	 Wtf
0	陳__19	2017.07.31 星期一13:30	 真心不騙
0	1__14	2017.07.31 星期一13:30	 小東 我知道你學測考玩 很開心
0	陳__19	2017.07.31 星期一13:30	 我問他 你是朱易詰？
0	陳__19	2017.07.31 星期一13:30	 他說我是啊
0	1__14	2017.07.31 星期一13:30	 但開心 到 編故事 是不對的
0	陳__19	2017.07.31 星期一13:30	 幹 真的啦
0	陳__19	2017.07.31 星期一13:31	 不信你問他
0	陳__19	2017.07.31 星期一13:31	 他應該你朋友吧
0	1__14	2017.07.31 星期一13:32	 一定是
0	1__14	2017.07.31 星期一13:32	 他就是個香港小屁孩
0	1__14	2017.07.31 星期一13:32	 不用當真
0	陳__19	2017.07.31 星期一13:32	 我就說咩
0	1__14	2017.07.31 星期一13:33	 所以 說 你也知道不是我⋯ 你還問我幹嘛==
0	陳__19	2017.07.31 星期一13:33	 因為他後來沒回我
0	陳__19	2017.07.31 星期一13:33	 我半信半疑
