label(0-irrelevant, 1-time, 2-location)	holder	date	context
0	1__14	2017.06.22 星期四11:29	 油哥啥時放假啊
0	1__14	2017.06.22 星期四11:29	 貼圖
0	陳__16	2017.06.22 星期四12:04	 我7/3考完
0	陳__16	2017.06.22 星期四12:05	 不過7/4要飛大陸XD
0	陳__16	2017.06.22 星期四12:05	 14號回來
0	陳__16	2017.06.22 星期四12:09	 7/3晚上要一起吃個飯嗎？
0	1__14	2017.06.22 星期四13:10	 哈哈 我7/3 去美國了
0	1__14	2017.06.22 星期四13:10	 7/18好像 回來
0	陳__16	2017.06.22 星期四13:33	 看來都要等到7月中了XD
0	陳__16	2017.07.12 星期三13:31	 呼叫朱
0	宇__3	2017.07.13 星期四01:00	 ?
0	宇__3	2017.07.13 星期四14:07	 小東
0	宇__3	2017.07.13 星期四14:08	 sc?
0	陳__16	2017.07.13 星期四20:22	 你想打？
0	陳__16	2017.07.13 星期四20:22	 我可以啊
0	陳__16	2017.07.13 星期四20:22	 晚上都行
0	1__14	2017.07.14 星期五01:15	 幹
0	1__14	2017.07.14 星期五01:15	 好可愛
0	1__14	2017.07.14 星期五01:15	 圖片
0	1__14	2017.07.14 星期五01:15	 圖片
0	1__14	2017.07.14 星期五01:15	 超屌 公園都是鵝
0	(__20	2017.07.14 星期五02:02	 Do u mean 加拿大野雁嗎？
0	1__14	2017.07.14 星期五02:11	 對啊
0	1__14	2017.07.14 星期五02:11	 Canada's gee
0	1__14	2017.07.14 星期五02:11	 猛耶 我第一次看到 那麼大的鳥類
0	宇__3	2017.07.14 星期五09:30	 我倒是每天看
0	宇__3	2017.07.14 星期五09:30	 貼圖
0	1__14	2017.07.14 星期五09:32	 哈哈 看你男朋友的 我知道
0	1__14	2017.07.14 星期五09:32	 貼圖
0	吳__8	2017.07.14 星期五10:07	 87廖
