label(0-irrelevant, 1-time, 2-location)	holder	date	context
0	陳__16	2018.02.02 星期五15:12	 各位 下禮拜要聚聚嗎？
0	宇__3	2018.02.02 星期五15:45	 啥時
0	陳__16	2018.02.02 星期五15:46	 看你們什麼時候有空啊
0	吳__8	2018.02.02 星期五16:57	 要去哪啊
0	陳__16	2018.02.02 星期五16:58	 我家XD
0	陳__16	2018.02.02 星期五16:58	 或是你們有誰想去哪
0	陳__16	2018.02.02 星期五16:58	 也可以
0	吳__8	2018.02.02 星期五16:58	 我下週平日得去實驗室欸⋯
0	吳__8	2018.02.02 星期五16:58	 你們呢
0	陳__16	2018.02.02 星期五16:58	 哪尼
0	陳__16	2018.02.02 星期五16:58	 我是都沒事啦
0	陳__16	2018.02.02 星期五16:58	 不是寒假嗎？
0	宇__3	2018.02.02 星期五19:10	 我可能沒空哈哈哈哈
0	宇__3	2018.02.02 星期五19:10	 幹越來越難約
0	宇__3	2018.02.02 星期五19:10	 胖子你太閒了
0	宇__3	2018.02.02 星期五19:11	 要不要報名講座
0	宇__3	2018.02.02 星期五19:11	 我這邊有
0	陳__16	2018.02.02 星期五19:12	 什麼講座
0	吳__8	2018.02.02 星期五19:12	 幹沒空還來廣告
0	陳__16	2018.02.02 星期五19:12	 XD
0	宇__3	2018.02.02 星期五19:13	 增進一些能力像是講話，自信領導
0	陳__16	2018.02.02 星期五19:13	 ........
0	陳__16	2018.02.02 星期五19:14	 不了XD
0	宇__3	2018.02.02 星期五19:16	 不愧是胖子
0	宇__3	2018.02.02 星期五22:29	 胖子
0	陳__16	2018.02.02 星期五22:35	 ？
0	宇__3	2018.02.04 星期日22:24	 地震晚點名
0	吳__8	2018.02.04 星期日22:53	 震
0	1__14	2018.02.05 星期一00:17	 滿大的
0	1__14	2018.02.06 星期二23:55	 幹 超大
0	陳__16	2018.02.06 星期二23:55	 嚇死
0	宇__3	2018.02.06 星期二23:55	 地震晚點名
0	宇__3	2018.02.06 星期二23:56	 1
0	1__14	2018.02.06 星期二23:58	 靠 會怕 有陰影
0	陳__16	2018.02.07 星期三00:06	 剛超晃
0	(__20	2018.02.07 星期三06:46	 所以大家都沒事？？？
0	陳__16	2018.02.07 星期三08:34	 靠北喔
0	吳__8	2018.02.07 星期三09:12	 幹有地震哦
0	吳__8	2018.02.07 星期三09:12	 我睡死欸
0	宇__3	2018.02.07 星期三10:03	 震
0	(__20	2018.02.07 星期三10:19	 沒事就好
0	陳__16	2018.02.07 星期三10:20	 只有我覺得你打三個問號的口氣不是單純關心嗎？
0	(__20	2018.02.07 星期三10:22	 不然呢
0	陳__16	2018.02.07 星期三10:23	 這不像我認識的你
0	(__20	2018.02.07 星期三10:23	 我習慣打3個問號或驚嘆號
0	陳__16	2018.02.07 星期三10:23	 貼圖
0	(__20	2018.02.07 星期三10:25	 貼圖
0	宇__3	2018.02.07 星期三10:33	 87胖子
0	1__14	2018.02.07 星期三10:46	 沒事謝謝 但最近好多地震啊
0	宇__3	2018.02.07 星期三23:23	 地震晚點名
0	1__14	2018.02.07 星期三23:32	 一週4次
0	1__14	2018.02.07 星期三23:33	 貼圖
0	1__14	2018.02.07 星期三23:33	 貼圖
