label(0-irrelevant, 1-time, 2-location)	holder	date	context
0	朱__9	2021.02.04 星期四13:31	 @顯_15 @葉_4 @黃_1 晚上出來吃飯喔
0	黃__1	2021.02.04 星期四13:40	 可喔
0	黃__1	2021.02.04 星期四13:40	 @顯_15 @葉_4 @朱_9 吃糕品
0	陳__7	2021.02.04 星期四13:53	               . 貼圖
0	顯__15	2021.02.04 星期四15:02	 吃
0	朱__9	2021.02.04 星期四15:31	 貼圖
0	黃__1	2021.02.04 星期四15:52	 @顯_15 幾點吃
0	朱__9	2021.02.04 星期四15:53	 6.
0	朱__9	2021.02.04 星期四16:24	 6.30好了 我要買個東西 有點遠
0	顯__15	2021.02.04 星期四17:45	 可
0	黃__1	2021.02.04 星期四17:46	 @顯_15 朱甲他好了
0	葉__4	2021.02.04 星期四17:52	 吃什麼
0	黃__1	2021.02.04 星期四17:52	 高品
0	黃__1	2021.02.04 星期四17:52	 好吃便當店
0	葉__4	2021.02.04 星期四17:52	 貼圖
0	黃__1	2021.02.04 星期四17:52	 你要吃嗎
0	葉__4	2021.02.04 星期四17:53	 好啊
0	黃__1	2021.02.04 星期四17:53	 那我給你地址
0	葉__4	2021.02.04 星期四17:53	 好
0	黃__1	2021.02.04 星期四17:54	 https://www.google.com/maps/place/%E9%AB%98%E5%93%81%E9%9B%9E%E8%82%89%E9%A3%AF+4+%E8%99%9F,+%E6%96%B0%E4%B8%AD%E4%BA%8C%E8%A1%97%E4%B8%AD%E5%A3%A2%E5%8D%80%E6%A1%83%E5%9C%92%E5%B8%82320/@24.958779,121.2430455,16z/data=!4m2!3m1!1s0x346822168f5e45c9:0x267f4f7942176497?hl=zh-hant-tw
0	葉__4	2021.02.04 星期四17:54	 貼圖
0	顯__15	2021.02.04 星期四18:08	 直接go嗎
0	顯__15	2021.02.04 星期四18:09	 還是630
0	黃__1	2021.02.04 星期四18:09	 630
0	黃__1	2021.02.04 星期四18:09	 集合
0	黃__1	2021.02.04 星期四18:09	 高品
0	顯__15	2021.02.04 星期四18:09	 @葉_4 可以先跟朱甲一樣停在宿舍這邊
0	顯__15	2021.02.04 星期四18:09	 然後我可以帶路一波
0	顯__15	2021.02.04 星期四18:09	 高品那邊應該也會有位置停啦
0	葉__4	2021.02.04 星期四18:29	 我直接過去
0	黃__1	2021.02.04 星期四18:31	 我們在裡面了
0	黃__1	2021.02.04 星期四19:30	 @葉_4 你在哪
0	葉__4	2021.02.04 星期四19:31	 你家
