label(0-irrelevant, 1-time, 2-location)	holder	date	context
0	0__10	2019.12.19 星期四10:21	 我回台灣了👏👏
0	0__10	2019.12.19 星期四10:22	 你們有誰可以揪嗎？
0	0__10	2019.12.19 星期四10:22	 貼圖
0	H__2	2019.12.20 星期五05:32	 我我我！
0	0__10	2019.12.20 星期五07:23	 喔喔喔
0	0__10	2019.12.20 星期五07:23	 太棒了！你那時候有空啊
0	0__10	2019.12.20 星期五07:24	 今天晚上6點我和永瑞會見面
0	H__2	2019.12.20 星期五07:32	 你們約哪呀～
0	0__10	2019.12.20 星期五07:32	 忠孝新生
0	0__10	2019.12.20 星期五07:32	 因為我很想吃鮮芋仙哈哈哈
0	H__2	2019.12.20 星期五20:07	 啊哈哈
0	H__2	2019.12.20 星期五20:07	 你們結束了嗎
0	H__2	2019.12.20 星期五20:07	 我在北車
0	吳__8	2019.12.20 星期五20:14	 結束了欸
0	0__10	2019.12.20 星期五20:30	 貼圖
0	0__10	2019.12.20 星期五20:31	 @H_2 你那時候有空啊？
0	0__10	2019.12.20 星期五20:31	 要不要再揪～～
