label(0-irrelevant, 1-time, 2-location)	holder	date	context
0	宇__3	2017.05.27 星期六11:57	 連假要幹嘛
0	陳__16	2017.05.27 星期六11:57	 倒數30天
0	宇__3	2017.05.27 星期六11:57	 我沒問你哈哈
0	宇__3	2017.05.27 星期六11:58	 還是你需要我們的補習哈哈
0	陳__16	2017.05.27 星期六11:58	 我只是想刷個存在感
0	陳__16	2017.05.27 星期六11:58	 哈哈不用
0	宇__3	2017.05.27 星期六11:58	 Lol
0	宇__3	2017.05.27 星期六11:58	 加油胖子
0	陳__16	2017.05.27 星期六11:59	 貼圖
0	吳__8	2017.05.27 星期六12:00	 我沒幹嘛欸
0	宇__3	2017.05.27 星期六12:00	 打星海啊  或是鬥陣
0	宇__3	2017.05.27 星期六12:00	 欸欸欸
0	宇__3	2017.05.27 星期六12:01	 我手又斷了你們知道嗎
0	吳__8	2017.05.27 星期六12:01	 不知
0	吳__8	2017.05.27 星期六12:01	 什麼時候啊
0	宇__3	2017.05.27 星期六12:01	 斷同一根
0	宇__3	2017.05.27 星期六12:01	 2weeks ago
0	宇__3	2017.05.27 星期六12:01	 開完刀了
0	吳__8	2017.05.27 星期六12:02	 保重
0	宇__3	2017.05.27 星期六12:02	 嫩
0	吳__8	2017.05.27 星期六12:02	 這樣你可以打鬥陣喔？
0	陳__16	2017.05.27 星期六12:16	 老大是要步上裕尾貴的後塵嗎
0	宇__3	2017.05.27 星期六12:46	 Who the fk is yu wei guie
0	陳__16	2017.05.27 星期六12:52	 就是日本動漫的一個配音員
0	陳__16	2017.05.27 星期六12:53	 他配的男角色幾乎都會斷手
0	陳__16	2017.05.27 星期六12:55	 所以戲稱裕尾貴斷手傳說XDD
0	宇__3	2017.05.27 星期六16:42	 Haha
0	宇__3	2017.05.27 星期六16:43	  Boring as fk
0	吳__8	2017.05.27 星期六17:04	 那怎麼骨折的啊
0	宇__3	2017.05.27 星期六17:26	 Back flip
0	宇__3	2017.05.27 星期六17:27	 影片
0	宇__3	2017.05.27 星期六17:27	 影片
0	宇__3	2017.05.27 星期六17:27	 影片
0	宇__3	2017.05.27 星期六17:27	 影片
0	1__14	2017.05.27 星期六17:59	 小東 借我號
0	1__14	2017.05.27 星期六18:01	 小東～
0	1__14	2017.05.27 星期六18:01	 永瑞～～
0	陳__16	2017.05.27 星期六18:03	 呃 抱歉
0	陳__16	2017.05.27 星期六18:03	 我自習時間不碰手機XD
0	1__14	2017.05.27 星期六19:07	 沒事啊
0	宇__3	2017.05.28 星期日17:30	 那要幹嘛嗎
0	吳__8	2017.05.28 星期日17:55	 可以吃個早餐啊
0	宇__3	2017.05.29 星期一00:29	 後天早上好了
0	吳__8	2017.05.29 星期一11:14	 吃午餐好了
0	吳__8	2017.05.29 星期一11:14	 我要從桃園來
0	1__14	2017.05.29 星期一12:17	 星期三 我有課餒
0	陳__16	2017.05.29 星期一12:17	 翹
0	陳__16	2017.05.29 星期一12:17	 XD
0	1__14	2017.05.29 星期一12:17	 不行
0	1__14	2017.05.29 星期一12:18	 小東 你有金槍了
0	陳__16	2017.05.29 星期一12:18	 給76謝謝
0	陳__16	2017.05.29 星期一12:18	 哈哈
0	陳__16	2017.05.29 星期一12:18	 他們吃午餐欸
0	陳__16	2017.05.29 星期一12:18	 你趕不到？
0	吳__8	2017.05.29 星期一12:22	 禮拜三我也不行
0	吳__8	2017.05.29 星期一12:22	 我想說廖是說禮拜二
0	宇__3	2017.05.29 星期一15:28	 Yeah tmr
0	1__14	2017.05.29 星期一15:33	 你們是要幹嗎
0	1__14	2017.05.29 星期一15:33	 我明天好對東西要弄⋯
0	吳__8	2017.05.29 星期一15:35	 吃個飯吧
0	陳__16	2017.05.29 星期一21:53	 有人要打星海嗎
0	吳__8	2017.05.29 星期一21:53	 現在？
0	陳__16	2017.05.29 星期一21:54	 嗯哼
0	吳__8	2017.05.29 星期一21:54	 艦隊前往中
0	吳__8	2017.05.29 星期一21:54	 怎麼突然想打
0	陳__16	2017.05.29 星期一21:55	 現在人在台中
0	陳__16	2017.05.29 星期一21:55	 剛好帶筆電 可以打XD
0	宇__3	2017.05.29 星期一22:20	 永瑞
0	宇__3	2017.05.29 星期一22:20	 朱問要看電影
0	宇__3	2017.05.29 星期一22:20	 嗎
0	吳__8	2017.05.29 星期一22:20	 可以ㄚ
0	陳__16	2017.05.29 星期一23:23	 欸欸
0	陳__16	2017.05.29 星期一23:23	 你們明天看？
0	陳__16	2017.05.29 星期一23:23	 幾點的？
0	吳__8	2017.05.30 星期二08:00	 對啊
0	吳__8	2017.05.30 星期二08:00	 幾點的
0	陳__16	2017.05.30 星期二08:14	 已讀3結果沒人回XD
0	吳__8	2017.05.30 星期二08:51	 貼圖
0	吳__8	2017.05.30 星期二08:51	 貼圖
0	1__14	2017.05.30 星期二09:33	 我隨便
0	吳__8	2017.05.30 星期二09:50	 吃午餐然後看電影這樣吧
