target	holder	sentiment	date	context
0	1__14	0	2018.02.10 星期六13:07	 嘿 廖 永瑞 明天 小東家 來不
0	宇__7	0	2018.02.10 星期六13:19	 我在新竹
0	(__16	0	2018.02.10 星期六14:38	 不然來找我？
0	陳__19	0	2018.02.10 星期六17:14	 明天我們約台北
0	陳__19	0	2018.02.10 星期六17:15	 看要去你那或朱那都可以
0	陳__19	0	2018.02.10 星期六17:15	 不過我等等要回淡水
0	陳__19	0	2018.02.10 星期六17:15	 約台北比較方便
0	吳__4	0	2018.02.10 星期六17:16	 我等等要回桃園欸
0	陳__19	0	2018.02.10 星期六17:16	 那約桃園吧
0	陳__19	0	2018.02.10 星期六19:38	 要來也是可以啦
0	陳__19	0	2018.02.10 星期六19:39	 只是我家很亂XD
0	陳__19	0	2018.02.10 星期六19:39	 剛好吸塵器壞了
0	陳__19	0	2018.02.10 星期六19:39	 沒辦法打掃
0	1__14	0	2018.02.10 星期六19:39	 我可以住 可以幫你掃
0	1__14	0	2018.02.10 星期六19:40	 或著 當天來回 約外面
0	1__14	0	2018.02.10 星期六19:40	 看你
0	陳__19	0	2018.02.10 星期六22:37	 12點桃園車站？
0	1__14	0	2018.02.23 星期五23:43	 9:00前到北車
