target	holder	sentiment	date	context
0	宇__7	0	2017.05.27 星期六12:00	 打星海啊  或是鬥陣
0	吳__4	0	2017.05.28 星期日17:55	 可以吃個早餐啊
0	吳__4	0	2017.05.29 星期一11:14	 吃午餐好了
0	吳__4	0	2017.05.29 星期一15:35	 吃個飯吧
0	宇__7	0	2017.05.29 星期一22:20	 朱問要看電影
0	吳__4	0	2017.05.30 星期二09:50	 吃午餐然後看電影這樣吧
0	1__14	0	2017.05.30 星期二09:52	 還是要來 大坪林 打鬥陣XD
0	1__14	0	2017.05.30 星期二09:53	 如果你們不愛看電影的話
0	陳__19	0	2017.05.30 星期二09:53	 最近惡靈古堡不是出動畫電影
0	陳__19	0	2017.05.30 星期二09:53	 我超想看
0	1__14	0	2017.05.30 星期二09:55	 你還是 認真看書吧 這次 解決掉 大考 吧
0	陳__19	0	2017.05.30 星期二09:55	 沒啊 我今天本來就沒要讀書
0	1__14	0	2017.05.30 星期二09:57	 反正 你努力點啦！ 暑假 再一起玩
