target	holder	sentiment	date	context
0	陳__19	0	2017.07.31 星期一13:34	 直奔桃園
0	1__14	0	2017.07.31 星期一13:34	 你們 方便就好⋯
0	陳__19	0	2017.07.31 星期一13:39	 來都來
0	陳__19	0	2017.07.31 星期一13:39	 4來住
0	1__14	0	2017.07.31 星期一13:40	 漫展 到了叫我
0	陳__19	0	2017.08.02 星期三13:20	 要去新店找你們嗎XD
0	陳__19	0	2017.08.02 星期三14:59	 對了 你們明天要帶自己的滑鼠喔
0	1__14	0	2017.08.02 星期三17:09	 我明天 早上 要先去北車 報名托福
0	1__14	0	2017.08.02 星期三17:09	 你要陪我嗎
0	吳__4	0	2017.08.02 星期三17:09	 可以啊
0	1__14	0	2017.08.02 星期三17:09	 然後再搭火車
0	陳__19	0	2017.08.02 星期三17:09	 晚上有沒有人打星海啊
0	吳__4	0	2017.08.02 星期三17:09	 9點大坪林
0	吳__4	0	2017.08.02 星期三17:10	 打33？
0	1__14	0	2017.08.02 星期三17:10	 Ok
0	陳__19	0	2017.08.02 星期三17:10	 也行啦
0	吳__4	0	2017.08.02 星期三17:10	 我可以打啊
0	陳__19	0	2017.08.02 星期三17:10	 不過我比較想打合作
0	1__14	0	2017.08.02 星期三17:10	 我不星海 sorry
0	1__14	0	2017.08.02 星期三17:12	 如果我們 12點到你家ok吧啊？
0	1__14	0	2017.08.08 星期二12:10	 那 約動漫展吧
