target	holder	sentiment	date	context
0	吳__4	0	2017.07.16 星期日12:43	 我跟廖想要bike trip
0	吳__4	0	2017.07.16 星期日12:43	 到苗栗再回來
0	陳__19	0	2017.07.16 星期日12:46	 我在桃園欸
0	陳__19	0	2017.07.16 星期日12:46	 苗栗在下面而已
0	吳__4	0	2017.07.16 星期日12:46	 應該是我家
0	陳__19	0	2017.07.16 星期日12:46	 幹我會不會騎到一半暴斃啊XDD
0	陳__19	0	2017.07.16 星期日12:46	 沒騎過這麼遠
0	宇__7	0	2017.07.16 星期日12:48	 桃園
0	吳__4	0	2017.07.16 星期日12:48	 桃園的
0	1__14	0	2017.07.16 星期日12:54	 Sorry 我不參加
0	1__14	0	2017.07.16 星期日12:55	 我很容意曬傷
0	1__14	0	2017.07.16 星期日12:55	 我這次 在城市走來走去 就曬傷了 我參加別的
0	陳__19	0	2017.07.16 星期日13:11	 還是改別的？
0	陳__19	0	2017.07.16 星期日13:11	 不會曬太多的
0	吳__4	0	2017.07.16 星期日13:13	 其實穿長袖再用領巾就不會曬了
0	吳__4	0	2017.07.16 星期日13:13	 我之前環島9天也沒有曬傷
0	吳__4	0	2017.07.16 星期日13:47	 確定可以嗎
0	1__14	0	2017.07.16 星期日22:49	 先不了 sorry
