target	holder	sentiment	date	context
0	陳__19	0	2017.08.29 星期二10:39	 要不要9/2一起慶祝生日XD
0	陳__19	0	2017.08.29 星期二22:21	 因為我之後也會去淡水XD
0	1__14	0	2017.08.29 星期二23:15	 我不会晚上  跑去淡水喔
0	1__14	0	2017.08.29 星期二23:15	 來回3小時 又晚上
0	陳__19	0	2017.08.29 星期二23:36	 嗯還是約新店啊？
0	陳__19	0	2017.08.29 星期二23:37	 朱跟吳都在新店 老大也住新店只是要社團
0	陳__19	0	2017.08.31 星期四21:35	 朱應該會想吃吃到飽吧XD
0	1__14	0	2017.08.31 星期四22:15	 500內吧
0	1__14	0	2017.08.31 星期四22:16	 永瑞不太喜歡 吃到飽
0	陳__19	0	2017.08.31 星期四22:34	 鼎泰豐偏貴吧
0	陳__19	0	2017.08.31 星期四22:34	 那個對朱來說 要吃飽要1000吧XD
0	1__14	0	2017.08.31 星期四23:06	 我印像沒那麼貴啊
0	1__14	0	2017.08.31 星期四23:07	 那個好像止能現場排
0	1__14	0	2017.08.31 星期四23:07	 我ok
0	陳__19	0	2017.08.31 星期四23:07	 鼎泰豐我記得他一道的分量不多
0	陳__19	0	2017.08.31 星期四23:07	 不過你OK的話我也可以
0	1__14	0	2017.08.31 星期四23:08	 你們決定
0	1__14	0	2017.08.31 星期四23:08	 我真的都ok
0	陳__19	0	2017.08.31 星期四23:09	 老大說他都可以
0	陳__19	0	2017.08.31 星期四23:09	 他可以的話星期六晚上就去鼎泰豐
0	陳__19	0	2017.09.02 星期六11:23	 各位 今天晚上吃6點的101鼎泰豐喔
