target	holder	sentiment	date	context
0	林__17	0	2020.09.27 星期日17:16	 台北我有去過的大概是南京復興、西門跟板橋這三個地方的吧
0	L__18	0	2020.09.27 星期日17:18	 我覺得星聚點可能比較便宜
0	L__18	0	2020.09.27 星期日17:19	 忠孝復興那邊也有
0	庭__11	0	2020.09.27 星期日18:25	 復興館的
0	庭__11	0	2020.09.27 星期日18:27	 好樂迪好像也不貴
0	L__18	0	2020.09.27 星期日18:28	 那天要算週六的
0	L__18	0	2020.09.27 星期日18:28	 500可以欸
0	庭__11	0	2020.09.27 星期日18:31	 好樂迪的
0	庭__11	0	2020.09.27 星期日18:31	 6個人算小包廂
0	庭__11	0	2020.09.27 星期日18:31	 一個小時560
0	L__18	0	2020.09.27 星期日18:47	 星聚點好像比較便宜
0	L__18	0	2020.09.27 星期日18:47	 好樂迪是怎麼點的呀
0	庭__11	0	2020.09.27 星期日19:58	 包廂的好像好樂迪比較便宜耶
0	庭__11	0	2020.09.27 星期日19:58	 他應該是一個包廂一小時的價格吧
0	吳__4	0	2020.09.27 星期日20:09	 我上次去西門的好樂迪是自助吧，但好像也可以用點的
0	林__15	0	2020.09.27 星期日20:12	 西門可以～～～
0	李__20	0	2020.09.27 星期日20:24	 我只要捷運能到都行  但如果要去西門的話  西門的星據點好像不太好  好樂迪我記得我當初去是吃自助吧的  
0	林__17	0	2020.09.27 星期日20:32	 西門星聚點我記得是不是我們去過
0	林__17	0	2020.09.27 星期日20:32	 不過我也好久沒去了
0	林__15	0	2020.09.27 星期日20:51	 我之前去復興的星聚點滿好吃的～😂但是我也只吃過那家 
0	L__18	0	2020.09.27 星期日21:03	 看來西門星聚點蠻多票的
0	L__18	0	2020.09.27 星期日21:03	 還是就西門星聚點
0	林__17	0	2020.09.27 星期日21:20	 捷運能到的基本上我也都行，在復興的好處就是離我上班的地方很近而已XD
0	吳__4	0	2020.09.27 星期日21:46	 西門ok
0	L__18	0	2020.09.27 星期日21:52	 西門或復興
0	庭__11	0	2020.09.27 星期日21:53	 我之前有買過好樂迪的會員
0	庭__11	0	2020.09.27 星期日21:53	 我都可以
0	L__18	0	2020.09.27 星期日21:53	 都可
0	L__18	0	2020.09.27 星期日21:54	 那要西門還復興
0	庭__11	0	2020.09.27 星期日21:54	 西門和復興的
0	L__18	0	2020.09.27 星期日21:54	 先看要西門還是復興
0	庭__11	0	2020.09.27 星期日21:54	 2邊我好像差不多距離
0	L__18	0	2020.09.27 星期日21:54	 那就西門如何
0	庭__11	0	2020.09.27 星期日21:54	 西門的費用會比較貴的樣子
0	L__18	0	2020.09.27 星期日21:55	 目前看起來大家是偏愛西門
0	庭__11	0	2020.09.27 星期日21:55	 我都可以
0	吳__4	0	2020.09.27 星期日22:11	 哦哦那復興也可啊
0	L__18	0	2020.09.27 星期日22:14	 那就復興嗎？
0	李__20	0	2020.09.27 星期日22:47	 復興行
0	L__18	0	2020.09.28 星期一00:53	 那就去復興路
0	L__18	0	2020.09.28 星期一00:53	 沒有的話，就訂好樂迪
0	庭__11	0	2020.09.28 星期一11:21	 那復興的大家要好樂迪還是星聚點勒
0	林__17	0	2020.09.28 星期一22:45	 我上次去是好樂迪
0	林__17	0	2020.09.28 星期一22:45	 外面有一些東西吃
0	林__17	0	2020.09.28 星期一22:45	 星聚點我叔叔很推那間的牛肉麵@@
0	L__18	0	2020.09.29 星期二08:07	 我投星聚點一票
0	李__20	0	2020.09.29 星期二13:12	 我兩間都可  所以投比較便宜的那間一票
0	林__15	0	2020.09.29 星期二21:33	 便宜的加一😂😂
0	吳__4	0	2020.09.29 星期二21:50	 我兩間都可  所以投比較便宜的那間一票
0	林__17	0	2020.09.29 星期二22:45	 那就訂星聚點看看吧
0	林__17	0	2020.09.30 星期三00:03	 我剛剛喝醉，回家才發現好樂迪好像比較便宜
0	林__17	0	2020.09.30 星期三00:03	 應該是好樂迪
0	庭__11	0	2020.09.30 星期三13:10	 他說一個人460
0	庭__11	0	2020.09.30 星期三13:10	 3小時
0	庭__11	0	2020.09.30 星期三13:14	 500塊
0	庭__11	0	2020.09.30 星期三13:14	 星聚點說沒有附餐點
0	庭__11	0	2020.09.30 星期三13:15	 2間我都訂位了
0	林__17	0	2020.10.01 星期四12:04	 星聚點+90好像也有套餐
0	庭__11	0	2020.10.01 星期四14:45	 那就決定去星聚點了
0	L__18	0	2020.10.01 星期四14:58	 復興對吧
0	李__20	0	2020.10.02 星期五10:25	 所以是禮拜六 幾點在星聚點復興店集合?  5點嗎?
0	林__17	0	2020.10.02 星期五10:33	 然後如果你想找我玩你可以四點左右坐到南京復興(Capoo_rabbit)
0	林__17	0	2020.10.02 星期五11:30	 不過我四點下班覺得很無聊而已ㄏㄏ
0	李__20	0	2020.10.03 星期六10:23	 是也行啦…  
0	林__17	0	2020.10.03 星期六10:23	 沒啦我開玩笑的
0	林__17	0	2020.10.03 星期六10:23	 大家五點集合就好
