target	holder	sentiment	date	context
0	H__12	0	2018.09.11 星期二23:44	 你們也可以來新竹找我~
0	0__13	0	2018.09.12 星期三09:01	 週末新竹一日遊
0	吳__4	0	2018.09.14 星期五12:31	 在新竹
0	H__12	0	2018.09.14 星期五20:42	 那星期日的話可以約台北～
0	0__13	0	2018.09.15 星期六13:01	 我們明天約幾點啊？
0	吳__4	0	2018.09.15 星期六13:18	 我應該10點才到的了台北
0	吳__4	0	2018.09.15 星期六20:21	 都吃
0	吳__4	0	2018.09.15 星期六20:22	 義式?
0	吳__4	0	2018.09.15 星期六21:12	 台北市？
0	0__13	0	2018.09.15 星期六21:17	 要不要去京站
0	0__13	0	2018.09.15 星期六21:17	 吃momo paradise
0	H__12	0	2018.09.15 星期六21:19	 Mono paradise?
0	0__13	0	2018.09.15 星期六21:20	 美國吃不到壽喜燒...
0	吳__4	0	2018.09.15 星期六21:20	 壽喜燒吧
0	H__12	0	2018.09.15 星期六21:21	 可是會不會很貴~
0	0__13	0	2018.09.15 星期六21:21	 四五百？
0	H__12	0	2018.09.15 星期六21:22	 我可能沒辦法😿
0	0__13	0	2018.09.15 星期六21:22	 如果不行的話我們去上次那家披薩店？
0	0__13	0	2018.09.15 星期六21:22	 南京復興？
0	H__12	0	2018.09.15 星期六21:31	 我要直接回新竹~
0	H__12	0	2018.09.15 星期六21:31	 所以約北車附近或京站好不~
0	0__13	0	2018.09.15 星期六21:32	 好啊京站摩絲漢堡～～
0	H__12	0	2018.09.15 星期六21:35	 哈哈摩斯漢堡？
0	0__13	0	2018.09.15 星期六21:35	 義大利麵感覺不錯
0	0__13	0	2018.09.15 星期六21:37	 喔去樂雅樂吧
0	H__12	0	2018.09.15 星期六21:39	 好哇那我們就一起吃那個吧😋
0	H__12	0	2018.09.15 星期六21:41	 哈哈不然直接約餐廳囉？😂
