target	holder	sentiment	date	context
0	0__13	0	2021.02.14 星期日16:13	 各位下週有空嗎？
0	0__13	0	2021.02.14 星期日16:21	 我週一三四都可以
0	吳__4	0	2021.02.14 星期日16:22	 我也一三四可以
0	0__13	0	2021.02.14 星期日16:24	 太棒了～～應該約晚上吧
0	H__12	0	2021.02.15 星期一09:13	 好哇那今天晚上？
0	0__13	0	2021.02.15 星期一09:15	 我不確定有沒有位子，如果我去問沒空位，你週三和週四晚上可以嗎？
0	H__12	0	2021.02.15 星期一09:17	 週四可以～
0	0__13	0	2021.02.15 星期一09:34	 我們先約星期四晚上七點在劍潭捷運站見吧
0	H__12	0	2021.02.15 星期一18:00	 今天喝酒好不
0	H__12	0	2021.02.15 星期一18:20	 好那一樣約星期四好了
0	0__13	0	2021.02.15 星期一22:21	 我約星期四晚上七點了！
