target	holder	sentiment	date	context
0	李__20	0	2020.09.25 星期五22:41	 我中秋節當天晚上不行和星期天不太行  連假其他天都可以  但如果最後是要星期天的話  那就星期天也行
0	林__17	0	2020.09.26 星期六12:43	 我晚上比較方便
0	庭__11	0	2020.09.26 星期六23:31	 我都可以耶
0	庭__11	0	2020.09.26 星期六23:31	 不要太晚就好
0	L__18	0	2020.09.26 星期六23:50	 目前3下午應該有約
0	L__18	0	2020.09.26 星期六23:50	 晚上應該可
0	李__20	0	2020.09.26 星期六23:51	 我可以下午也可晚上  但也不能太晚怕沒車回家
0	吳__4	0	2020.09.27 星期日09:29	 晚上可以
0	林__15	0	2020.09.27 星期日10:00	 我也是～～～
0	林__15	0	2020.09.27 星期日10:01	 下午晚上都行
0	林__17	0	2020.09.27 星期日11:08	 目前看起來是五跟六擇一
0	林__17	0	2020.09.27 星期日11:08	 我五晚上要上班，六是下午
0	林__17	0	2020.09.27 星期日11:09	 約五的下午？
0	李__20	0	2020.09.27 星期日13:24	 我覺得五的下午不錯
0	L__18	0	2020.09.27 星期日15:27	 但我應該要3.4點後可
0	林__17	0	2020.09.27 星期日15:30	 六的話我3.40下課
0	林__17	0	2020.09.27 星期日15:30	 所以約4.-5.可以
0	L__18	0	2020.09.27 星期日15:31	 週末是唱3還4小啊
0	林__17	0	2020.09.27 星期日16:33	 如果是下午進去的好處就是可以順便晚餐在那邊解決
0	林__17	0	2020.09.27 星期日17:15	 那時間先訂禮拜六下午五點？
0	庭__11	0	2020.09.27 星期日21:53	 我都可以
0	L__18	0	2020.09.27 星期日21:53	 都可
0	庭__11	0	2020.09.27 星期日21:55	 我都可以
0	李__20	0	2020.10.02 星期五10:25	 所以是禮拜六 幾點在星聚點復興店集合?  5點嗎?
0	林__17	0	2020.10.02 星期五10:33	 然後如果你想找我玩你可以四點左右坐到南京復興(Capoo_rabbit)
0	林__17	0	2020.10.02 星期五11:30	 不過我四點下班覺得很無聊而已ㄏㄏ
0	李__20	0	2020.10.03 星期六10:23	 是也行啦…  
0	林__17	0	2020.10.03 星期六10:23	 沒啦我開玩笑的
0	林__17	0	2020.10.03 星期六10:23	 大家五點集合就好
