target	holder	sentiment	date	context
0	L__18	0	2021.02.20 星期六14:30	 228唱歌+逛夜市團
0	L__18	0	2021.02.20 星期六14:30	 預計下午3點開唱
0	L__18	0	2021.02.20 星期六14:30	 預計3-3:30左右
0	庭__11	0	2021.02.20 星期六16:28	 4.如何
0	庭__11	0	2021.02.20 星期六16:28	 3.我有點來不及
0	李__20	0	2021.02.20 星期六20:01	 我四點唱歌應該行  但唱完後就要直接搭車回基隆了
0	林__17	0	2021.02.20 星期六20:07	 你們沒放連假喔？還是要忙畢業論文了
0	林__15	0	2021.02.20 星期六20:39	 +
0	林__17	0	2021.02.23 星期二22:38	 所以是27號喔？
0	L__18	0	2021.02.23 星期二23:38	 確定是228哦
0	林__17	0	2021.02.24 星期三16:02	 我+1
0	L__18	0	2021.02.24 星期三16:03	 +1
0	吳__4	0	2021.02.24 星期三19:50	 +
0	林__15	0	2021.02.24 星期三22:50	 +
0	李__20	0	2021.02.25 星期四00:02	 ＋
0	L__18	0	2021.02.26 星期五23:26	 228 3:40
0	林__15	0	2021.02.28 星期日10:24	 大家拍謝~我等等要跟家人去一趟新竹老家 應該晚上才回台北 這次唱歌先pass了QQ
