target	holder	sentiment	date	context
0	顯__15	0	2021.02.04 星期四02:23	 這禮拜還想揪一波嗎
0	顯__15	0	2021.02.04 星期四02:23	 過年前再一波？
0	顯__15	0	2021.02.04 星期四07:48	 過年前再一波？
0	顯__15	0	2021.02.04 星期四16:09	 直接明天嗎哈哈哈
0	顯__15	0	2021.02.04 星期四16:10	 明天嗎禮拜四
0	葉__4	0	2021.02.04 星期四16:15	 我無法 要上班(sad)
0	葉__4	0	2021.02.04 星期四16:15	 要等過年之後了
0	黃__1	0	2021.02.04 星期四16:34	 我明天不行 也沒開
0	朱__9	0	2021.02.04 星期四17:59	 下禮拜三吧
0	陳__7	0	2021.02.04 星期四18:17	               . 我明天也不能
0	朱__9	0	2021.02.04 星期四11:18	 我下禮拜二晚上放假 到時候再出來
0	朱__9	0	2021.02.05 星期五21:16	 我今天回來了 但我下禮拜一 二要上班 星期二晚上放春節假期
0	顯__15	0	2021.02.06 星期六00:02	 @朱_9 @黃_1 走啦明天
0	陳__7	0	2021.02.06 星期六08:30	               . 我要下禮拜2或3才可
0	黃__1	0	2021.02.06 星期六08:30	 我下禮拜12
0	朱__9	0	2021.02.06 星期六08:51	 我下禮拜二晚上才回來
0	黃__1	0	2021.02.06 星期六12:37	 我過年應該沒空
0	朱__9	0	2021.02.07 星期日20:37	 所以勒 各位bro 下禮拜桌遊pa?
0	黃__1	0	2021.02.07 星期日20:40	 我只剩明天可以
0	葉__4	0	2021.02.07 星期日23:21	 無法 要到過年後
