target	holder	sentiment	date	context
0	宇__7	0	2018.11.17 星期六10:34	 12月有沒有人要吃一蘭
0	宇__7	0	2018.12.08 星期六10:09	 啊你們平日晚上有空嗎
0	宇__7	0	2018.12.08 星期六10:09	 還是一定要假日
0	吳__4	0	2018.12.08 星期六10:14	 我禮拜三禮拜四晚上不行
0	吳__4	0	2018.12.08 星期六10:14	 然後我21號晚上不行
0	1__14	0	2018.12.08 星期六10:39	 星期四晚上有時侯會有考試 星期一晚上鋼琴
0	1__14	0	2018.12.08 星期六10:39	 其他天 跟假日 都ok
0	陳__19	0	2018.12.08 星期六10:47	 禮拜五晚上不能
0	宇__7	0	2018.12.08 星期六12:38	 詠睿你假日會回新店嗎
0	宇__7	0	2018.12.08 星期六12:40	 阿你們12/23可不可以
0	(__16	0	2018.12.08 星期六12:40	 我可以我可以
0	陳__19	0	2018.12.08 星期六12:40	 應該可以
0	吳__4	0	2018.12.08 星期六12:41	 我那個週末回桃園欸
0	吳__4	0	2018.12.08 星期六12:41	 哦禮拜天應該可以
0	(__16	0	2018.12.08 星期六12:50	 我21號後可以跟你吃
0	宇__7	0	2018.12.08 星期六12:50	 可以啊可能晚上吧
0	宇__7	0	2018.12.08 星期六12:51	 午餐還是晚餐?
0	(__16	0	2018.12.08 星期六12:52	 晚餐吧
0	陳__19	0	2018.12.08 星期六12:58	 我都可以
0	陳__19	0	2018.12.08 星期六12:58	 午餐的好處是下午可以看電影
0	陳__19	0	2018.12.08 星期六12:58	 然後接晚餐
0	(__16	0	2018.12.08 星期六13:21	 我可以
0	吳__4	0	2018.12.08 星期六13:29	 可以呀
