target	holder	sentiment	date	context
0	陳__19	0	2017.08.29 星期二10:39	 要不要9/2一起慶祝生日XD
0	陳__19	0	2017.08.29 星期二10:40	 剛好在中間
0	陳__19	0	2017.08.29 星期二22:14	 我最近都有空
0	宇__7	0	2017.08.29 星期二22:20	 我都只有晚上在淡水附近才有空
0	宇__7	0	2017.08.29 星期二22:20	 社團有事
0	吳__4	0	2017.08.29 星期二22:56	 我9/2上班到15:00
0	1__14	0	2017.08.29 星期二23:15	 我不会晚上  跑去淡水喔
0	1__14	0	2017.08.29 星期二23:15	 來回3小時 又晚上
0	1__14	0	2017.08.29 星期二23:15	 星期六日 不ok
0	1__14	0	2017.08.29 星期二23:15	 其他都可以
0	1__14	0	2017.08.29 星期二23:16	 你們先喬 你們方便的
0	1__14	0	2017.08.29 星期二23:16	 我再 看看
0	宇__7	0	2017.08.29 星期二23:45	 不然就假日
0	宇__7	0	2017.08.29 星期二23:45	 這禮拜六
0	陳__19	0	2017.08.29 星期二23:46	 朱說六日不行
0	宇__7	0	2017.08.29 星期二23:46	 2號禮拜幾
0	陳__19	0	2017.08.29 星期二23:46	 不一定要9/2啦
0	陳__19	0	2017.08.29 星期二23:47	 要你們都有空的時間去選
0	1__14	0	2017.08.30 星期三09:08	 六的話 我要下午後
0	1__14	0	2017.08.30 星期三09:09	 禮拜天 整天 補托福 沒辦法
0	陳__19	0	2017.08.30 星期三10:50	 大家9/2晚上都可以吧？
0	1__14	0	2017.08.30 星期三11:01	 可
0	1__14	0	2017.08.31 星期四23:07	 我ok
0	陳__19	0	2017.08.31 星期四23:07	 不過你OK的話我也可以
0	1__14	0	2017.08.31 星期四23:08	 你們決定
0	1__14	0	2017.08.31 星期四23:08	 我真的都ok
0	陳__19	0	2017.08.31 星期四23:09	 老大說他都可以
0	陳__19	0	2017.08.31 星期四23:09	 他可以的話星期六晚上就去鼎泰豐
0	陳__19	0	2017.08.31 星期四23:10	 看是要6點還6點半
0	吳__4	0	2017.08.31 星期四23:27	 我可以
0	陳__19	0	2017.09.02 星期六11:23	 各位 今天晚上吃6點的101鼎泰豐喔
