target	holder	sentiment	date	context
0	H__12	0	2018.09.11 星期二23:43	 目前都可以哇哈哈~
0	0__13	0	2018.09.12 星期三09:01	 週末新竹一日遊
0	吳__4	0	2018.09.14 星期五12:31	 子馨明天願意接見我們嗎～
0	H__12	0	2018.09.14 星期五12:32	 明天><
0	H__12	0	2018.09.14 星期五12:32	 可能星期日或下星期~
0	H__12	0	2018.09.14 星期五20:26	 永銳平日都不行喔～
0	吳__4	0	2018.09.14 星期五20:33	 我平日在學校呀
0	吳__4	0	2018.09.14 星期五20:33	 上好上滿
0	H__12	0	2018.09.14 星期五20:42	 那星期日的話可以約台北～
0	0__13	0	2018.09.15 星期六13:01	 我們明天約幾點啊？
0	吳__4	0	2018.09.15 星期六13:18	 我應該10點才到的了台北
0	H__12	0	2018.09.15 星期六18:10	 約中午嗎～
0	H__12	0	2018.09.15 星期六21:39	 約1點好不？
0	H__12	0	2018.09.15 星期六21:40	 那就明天見啦~
